id_doc,titre,texte,langue,date_publication,source_nom,id_type_donnee,type_donnee,date_collecte,format,humeur_label,humeur_score,valence,emotion,territoire_code_insee,territoire_commune,territoire_departement,territoire_region,annotation_status,annotation_date,annotator_id,annotation_keywords_yake,annotation_entities_spacy,annotation_polarity,annotation_intensity,annotation_summary
19,"TikTok, Snapchat, Instagram… Trois questions sur l'interdiction des réseaux sociaux aux moins de 15 ans","Selon les informations de franceinfo, le groupe macroniste à l'Assemblée nationale, Ensemble Pour la République, dépose mardi une proposition de loi pour encadrer l'utilisation des réseaux sociaux par les mineurs.",fr,2025-11-18 16:38:03.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.015380821171891606"", ""0.015380821171891606"", ""0.015380821171891606"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338""]","[{""text"": ""franceinfo"", ""label"": ""ORG"", ""start"": 26, ""end"": 36}, {""text"": ""Assemblée nationale"", ""label"": ""ORG"", ""start"": 63, ""end"": 82}, {""text"": ""Ensemble Pour la République"", ""label"": ""ORG"", ""start"": 84, ""end"": 111}]",neutre,0.1,"Keywords: 0.015380821171891606, 0.015380821171891606, 0.015380821171891606, 0.02570861714399338, 0.02570861714399338 | Entities: franceinfo (ORG), Assemblée nationale (ORG), Ensemble Pour la République (ORG)"
52,"Mais au fait, comment sont financés les Restos du cœur ?","Alors que le lancement de la 41e campagne des Restos du cœur, fondée par Coluche, a lieu ce mardi, on vous explique comment est financée l’association. S’il y a des dons de particuliers, d’entreprises, il y a aussi une part de subventions publiques",fr,2025-11-18 16:37:16.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.00561955076575256"", ""0.007701730664586866"", ""0.007701730664586866"", ""0.015099935621315529"", ""0.015099935621315529"", ""0.05572221155747183"", ""0.07621084492189614"", ""0.10028582371075691"", ""0.10028582371075691"", ""0.10028582371075691""]","[{""text"": ""Restos du cœur"", ""label"": ""MISC"", ""start"": 46, ""end"": 60}, {""text"": ""Coluche"", ""label"": ""PER"", ""start"": 73, ""end"": 80}]",neutre,0.1,"Keywords: 0.00561955076575256, 0.007701730664586866, 0.007701730664586866, 0.015099935621315529, 0.015099935621315529 | Entities: Restos du cœur (MISC), Coluche (PER)"
49,Budget : Environ 10 milliards d’euros de TVA en moins que prévu… Pourquoi Bercy se plante dans ses prévisions ?,"Pour la troisième année consécutive, Bercy a surestimé les recettes de TVA. Une erreur qui devrait peser environ 10 milliards d’euros dans les comptes publics. Mais pourquoi le ministère de l’Economie se trompe si souvent dans ses calculs ?",fr,2025-11-18 16:13:30.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.015530258124008545"", ""0.015530258124008545"", ""0.03107735477427921"", ""0.050888965170882816"", ""0.06949481646017519"", ""0.06949481646017519"", ""0.13696809108329627"", ""0.21339268578732606"", ""0.21339268578732606"", ""0.2200560909321288""]","[{""text"": ""Bercy"", ""label"": ""LOC"", ""start"": 37, ""end"": 42}, {""text"": ""TVA"", ""label"": ""ORG"", ""start"": 71, ""end"": 74}]",neutre,0.1,"Keywords: 0.015530258124008545, 0.015530258124008545, 0.03107735477427921, 0.050888965170882816, 0.06949481646017519 | Entities: Bercy (LOC), TVA (ORG)"
9,"En près de vingt ans, les écarts se sont creusés entre les foyers à très hauts revenus et les autres, selon l'Insee","L'Institut national de la statistique publie mardi son étude annuelle ""Portrait social de la France"" et propose de plonger, cette année, dans les finances de ces Français disposant des plus hauts revenus et du patrimoine le plus conséquent.",fr,2025-11-18 16:05:57.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0008990471097494833"", ""0.004156274195678376"", ""0.005484890844946624"", ""0.0065920978564317735"", ""0.0065920978564317735"", ""0.0065920978564317735"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086""]","[{""text"": ""Institut national de la statistique"", ""label"": ""LOC"", ""start"": 2, ""end"": 37}, {""text"": ""la France"", ""label"": ""LOC"", ""start"": 90, ""end"": 99}, {""text"": ""Français"", ""label"": ""LOC"", ""start"": 162, ""end"": 170}]",neutre,0.1,"Keywords: 0.0008990471097494833, 0.004156274195678376, 0.005484890844946624, 0.0065920978564317735, 0.0065920978564317735 | Entities: Institut national de la statistique (LOC), la France (LOC), Français (LOC)"
59,Narcotrafic : Sébastien Lecornu veut s’inspirer de la lutte « contre le terrorisme »,Le Premier ministre Sébastien Lecornu a appelé à une « unité nationale » contre le narcotrafic et à s’inspirer du modèle de lutte contre le terrorisme. Ces déclarations sont intervenues en réaction à l’assassinat de Mehdi Kessaci à Marseille,fr,2025-11-18 15:43:34.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.000547423531150457"", ""0.0043602070549573334"", ""0.008025058930468495"", ""0.008212739846353857"", ""0.008212739846353857"", ""0.01552184797949213"", ""0.01552184797949213"", ""0.03178081083329911"", ""0.040278556425967886"", ""0.06588837669267192""]","[{""text"": ""Sébastien Lecornu"", ""label"": ""PER"", ""start"": 20, ""end"": 37}, {""text"": ""Mehdi Kessaci"", ""label"": ""PER"", ""start"": 216, ""end"": 229}, {""text"": ""Marseille"", ""label"": ""LOC"", ""start"": 232, ""end"": 241}]",neutre,0.1,"Keywords: 0.000547423531150457, 0.0043602070549573334, 0.008025058930468495, 0.008212739846353857, 0.008212739846353857 | Entities: Sébastien Lecornu (PER), Mehdi Kessaci (PER), Marseille (LOC)"
76,Narcotrafic : le gouvernement dénonce un « point de bascule » dans la violence des « mafias marseillaises »,"Après l’assassinat, jeudi à Marseille, de Mehdi Kessaci, le jeune frère d’un militant écologiste engagé dans la lutte contre le trafic de drogue, les ministres, hauts magistrats et directeurs policiers concernés se sont retrouvés, mardi matin à l’Elysée, pour mettre l’accent sur le combat contre le crime organisé.",fr,2025-11-18 15:43:07.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0008990471097494833"", ""0.0008990471097494833"", ""0.0008990471097494833"", ""0.0008990471097494833"", ""0.0008990471097494833"", ""0.0024724148017484047"", ""0.0029697125296364625"", ""0.0065920978564317735"", ""0.0065920978564317735"", ""0.0065920978564317735""]","[{""text"": ""Marseille"", ""label"": ""LOC"", ""start"": 28, ""end"": 37}, {""text"": ""Mehdi Kessaci"", ""label"": ""PER"", ""start"": 42, ""end"": 55}, {""text"": ""l’Elysée"", ""label"": ""LOC"", ""start"": 245, ""end"": 253}]",neutre,0.1,"Keywords: 0.0008990471097494833, 0.0008990471097494833, 0.0008990471097494833, 0.0008990471097494833, 0.0008990471097494833 | Entities: Marseille (LOC), Mehdi Kessaci (PER), l’Elysée (LOC)"
48,Marseille : Un homme tué par balles dans le 13e arrondissement,L’homme a été blessé par arme à feu en début d’après-midi dans le 13e arrondissement de Marseille. Il n’a pas survécu,fr,2025-11-18 15:11:03.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.01984585111858601"", ""0.09705179139403544"", ""0.1495930091794576"", ""0.1495930091794576"", ""0.1495930091794576"", ""0.1495930091794576"", ""0.2005079697193566"", ""0.2005079697193566"", ""0.36073110501666333"", ""0.36073110501666333""]","[{""text"": ""Marseille"", ""label"": ""LOC"", ""start"": 88, ""end"": 97}]",neutre,0.1,"Keywords: 0.01984585111858601, 0.09705179139403544, 0.1495930091794576, 0.1495930091794576, 0.1495930091794576 | Entities: Marseille (LOC)"
56,Equipe de France : Où était donc Kylian Mbappé durant la victoire des Bleus en Azerbaïdjan ?,"Grand absent du dernier match de l’équipe de France à Bakou dimanche (1-3), officiellement pour « une inflammation à sa cheville », le capitaine des Bleus n’est pas en soins à Madrid mais bien à Dubaï depuis samedi",fr,2025-11-18 15:10:25.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0032610119837787367"", ""0.003917546799371481"", ""0.003917546799371481"", ""0.005484890844946624"", ""0.005484890844946624"", ""0.005484890844946624"", ""0.005484890844946624"", ""0.0065920978564317735"", ""0.009239332327148086"", ""0.009239332327148086""]","[{""text"": ""de France"", ""label"": ""LOC"", ""start"": 42, ""end"": 51}, {""text"": ""Bakou"", ""label"": ""LOC"", ""start"": 54, ""end"": 59}, {""text"": ""Bleus"", ""label"": ""ORG"", ""start"": 149, ""end"": 154}, {""text"": ""Madrid"", ""label"": ""LOC"", ""start"": 176, ""end"": 182}, {""text"": ""Dubaï"", ""label"": ""LOC"", ""start"": 195, ""end"": 200}]",neutre,0.1,"Keywords: 0.0032610119837787367, 0.003917546799371481, 0.003917546799371481, 0.005484890844946624, 0.005484890844946624 | Entities: de France (LOC), Bakou (LOC), Bleus (ORG), Madrid (LOC), Dubaï (LOC)"
7,"L'écrivain franco-algérien Boualem Sansal est de ""retour en France"", Emmanuel Macron l'a reçu à l'Elysée","L'auteur était soigné ces derniers jours dans un hôpital de Berlin, en Allemagne, après avoir été gracié par le président algérien.",fr,2025-11-18 15:02:48.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.026233073037508336"", ""0.04940384002065631"", ""0.04940384002065631"", ""0.08596317751626563"", ""0.08596317751626563"", ""0.09700399286574239"", ""0.09700399286574239"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]","[{""text"": ""Berlin"", ""label"": ""LOC"", ""start"": 60, ""end"": 66}, {""text"": ""Allemagne"", ""label"": ""LOC"", ""start"": 71, ""end"": 80}]",neutre,0.1,"Keywords: 0.026233073037508336, 0.04940384002065631, 0.04940384002065631, 0.08596317751626563, 0.08596317751626563 | Entities: Berlin (LOC), Allemagne (LOC)"
23,"Un enclos surpeuplé, une soixantaine de bovins morts... L'interminable périple en bateau de près de 3 000 vaches entre l'Uruguay et la Turquie","Ces animaux, qui devaient être vendus, n'ont pas foulé la terre ferme depuis deux mois, après le refus de débarquement des autorités turques. Ils sont donc repartis en direction de l'Amérique du Sud.",fr,2025-11-18 14:29:20.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.02541909697430123"", ""0.02541909697430123"", ""0.02541909697430123"", ""0.04188746641162499"", ""0.04188746641162499"", ""0.04188746641162499"", ""0.04188746641162499"", ""0.10084113441901119"", ""0.12363091320521931"", ""0.12363091320521931""]","[{""text"": ""Amérique du Sud"", ""label"": ""LOC"", ""start"": 183, ""end"": 198}]",neutre,0.1,"Keywords: 0.02541909697430123, 0.02541909697430123, 0.02541909697430123, 0.04188746641162499, 0.04188746641162499 | Entities: Amérique du Sud (LOC)"
50,"X, ChatGPT, Ikea, Doctissimo… Des milliers de sites inaccessibles en raison d’une panne de Cloudflare","Cloudflare sert de protection à environ 20 % des sites Internet à travers le monde. Sa panne entraîne des conséquences majeures pour des milliers de sites et d’applis, comme X, ChatGPT, Ikea ou Doctissimo",fr,2025-11-18 14:29:02.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.01418240914697812"", ""0.02034643494517978"", ""0.02034643494517978"", ""0.02741721913780704"", ""0.030120061121783785"", ""0.03448219568345786"", ""0.08178053261927264"", ""0.11661560528786064"", ""0.11661560528786064"", ""0.1631535894223403""]","[{""text"": ""Cloudflare"", ""label"": ""PER"", ""start"": 0, ""end"": 10}, {""text"": ""Internet"", ""label"": ""MISC"", ""start"": 55, ""end"": 63}, {""text"": ""X"", ""label"": ""MISC"", ""start"": 174, ""end"": 175}, {""text"": ""ChatGPT"", ""label"": ""MISC"", ""start"": 177, ""end"": 184}, {""text"": ""Ikea"", ""label"": ""ORG"", ""start"": 186, ""end"": 190}, {""text"": ""Doctissimo"", ""label"": ""ORG"", ""start"": 194, ""end"": 204}]",neutre,0.1,"Keywords: 0.01418240914697812, 0.02034643494517978, 0.02034643494517978, 0.02741721913780704, 0.030120061121783785 | Entities: Cloudflare (PER), Internet (MISC), X (MISC), ChatGPT (MISC), Ikea (ORG)"
46,Bretagne : Un magistrat retraité tué chez lui par arme blanche,"En retraite depuis quelques mois, un ancien procureur a été retrouvé mort à son domicile de Quimper. L’hypothèse de l’intervention d’un tiers « est privilégiée »",fr,2025-11-18 14:03:55.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.013388015649928907"", ""0.04188746641162499"", ""0.04188746641162499"", ""0.06588837669267192"", ""0.11501181900411048"", ""0.18075564686791562"", ""0.18075564686791562"", ""0.2005079697193566"", ""0.2005079697193566"", ""0.2005079697193566""]","[{""text"": ""Quimper"", ""label"": ""LOC"", ""start"": 92, ""end"": 99}]",neutre,0.1,"Keywords: 0.013388015649928907, 0.04188746641162499, 0.04188746641162499, 0.06588837669267192, 0.11501181900411048 | Entities: Quimper (LOC)"
61,Ardèche : Le corps du septuagénaire emporté par une crue dimanche a été retrouvé,"Au troisième jour des recherches, le corps de l’homme de 76 ans emporté par une rivière en crue a été retrouvé sur les rives du Lavezon en Ardèche",fr,2025-11-18 13:53:49.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.004925103769790319"", ""0.013797198203993007"", ""0.015380821171891606"", ""0.015380821171891606"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.057012387690331526"", ""0.08596317751626563"", ""0.09568045026443411"", ""0.09568045026443411""]","[{""text"": ""Lavezon"", ""label"": ""LOC"", ""start"": 128, ""end"": 135}, {""text"": ""Ardèche"", ""label"": ""LOC"", ""start"": 139, ""end"": 146}]",neutre,0.1,"Keywords: 0.004925103769790319, 0.013797198203993007, 0.015380821171891606, 0.015380821171891606, 0.02570861714399338 | Entities: Lavezon (LOC), Ardèche (LOC)"
55,Boualem Sansal est de retour en France et a été reçu par Emmanuel Macron,"L’écrivain franco-algérien Boualem Sansal, qui se trouvait en Allemagne depuis sa libération de prison en Algérie mercredi, est de « retour en France » mardi",fr,2025-11-18 13:36:48.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0003728414215726821"", ""0.000605237666088421"", ""0.003186830720042235"", ""0.0036984844327355177"", ""0.005157590407455398"", ""0.007743432063478832"", ""0.007743432063478832"", ""0.007743432063478832"", ""0.00899321792126428"", ""0.013527995261974615""]","[{""text"": ""Boualem Sansal"", ""label"": ""PER"", ""start"": 27, ""end"": 41}, {""text"": ""Allemagne"", ""label"": ""LOC"", ""start"": 62, ""end"": 71}, {""text"": ""Algérie mercredi"", ""label"": ""MISC"", ""start"": 106, ""end"": 122}, {""text"": ""France"", ""label"": ""LOC"", ""start"": 143, ""end"": 149}]",neutre,0.1,"Keywords: 0.0003728414215726821, 0.000605237666088421, 0.003186830720042235, 0.0036984844327355177, 0.005157590407455398 | Entities: Boualem Sansal (PER), Allemagne (LOC), Algérie mercredi (MISC), France (LOC)"
62,"À Marseille, dans les coulisses de l’opération judiciaire « Regain », qui a permis de saisir près de 8 millions d’euros",L’opération « Regain » menée durant la première quinzaine de novembre a réuni plusieurs acteurs locaux de la lutte contre la délinquance et permis de saisir près de 8 millions d’euros d’avoirs criminels,fr,2025-11-18 13:34:43.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0006400448072512631"", ""0.0006400448072512632"", ""0.0065920978564317735"", ""0.0065920978564317735"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086""]","[{""text"": ""Regain"", ""label"": ""ORG"", ""start"": 14, ""end"": 20}]",neutre,0.1,"Keywords: 0.0006400448072512631, 0.0006400448072512632, 0.0065920978564317735, 0.0065920978564317735, 0.009239332327148086 | Entities: Regain (ORG)"
38,"D'« Intervilles » à « Ça se discute », le « revival » à la télévision vu par quatre animateurs et animatrices","Isabelle Ithurburu, Estelle Denis, Bruno Guillon et Eric Jean-Jean, qui ont repris ou vont reprendre des émissions cultes, témoignent de la tendance « revival » de la télévision",fr,2025-11-18 13:25:29.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0032610119837787367"", ""0.004925103769790319"", ""0.005484890844946624"", ""0.007444681613352736"", ""0.008293207122436794"", ""0.015380821171891606"", ""0.02570861714399338"", ""0.04491197687864554"", ""0.057012387690331526"", ""0.057012387690331526""]","[{""text"": ""Isabelle Ithurburu"", ""label"": ""PER"", ""start"": 0, ""end"": 18}, {""text"": ""Estelle Denis"", ""label"": ""PER"", ""start"": 20, ""end"": 33}, {""text"": ""Bruno Guillon"", ""label"": ""PER"", ""start"": 35, ""end"": 48}, {""text"": ""Eric Jean-Jean"", ""label"": ""PER"", ""start"": 52, ""end"": 66}]",neutre,0.1,"Keywords: 0.0032610119837787367, 0.004925103769790319, 0.005484890844946624, 0.007444681613352736, 0.008293207122436794 | Entities: Isabelle Ithurburu (PER), Estelle Denis (PER), Bruno Guillon (PER), Eric Jean-Jean (PER)"
57,« Le parti socialiste a voté les pleins pouvoirs au maréchal Pétain en 1940 » : Le raccourci de Jordan Bardella,Le président du Rassemblement national a lancé que « le parti socialiste est la chambre parlementaire qui a voté les pleins pouvoirs au maréchal Pétain en 1940 ». Une accusation qui demande à être remise en perspective,fr,2025-11-18 12:46:26.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.01984585111858601"", ""0.01984585111858601"", ""0.01984585111858601"", ""0.04188746641162499"", ""0.04188746641162499"", ""0.04188746641162499"", ""0.04188746641162499"", ""0.09705179139403544"", ""0.09705179139403544"", ""0.18075564686791562""]","[{""text"": ""Rassemblement national"", ""label"": ""ORG"", ""start"": 16, ""end"": 38}, {""text"": ""maréchal Pétain"", ""label"": ""PER"", ""start"": 136, ""end"": 151}]",neutre,0.1,"Keywords: 0.01984585111858601, 0.01984585111858601, 0.01984585111858601, 0.04188746641162499, 0.04188746641162499 | Entities: Rassemblement national (ORG), maréchal Pétain (PER)"
77,"Boualem Sansal, de retour en France, a été reçu par Emmanuel Macron",L’écrivain avait été condamné à cinq ans de prison pour « atteinte à l’unité nationale » à la suite de propos tenus en octobre 2024 au média français d’extrême droite « Frontières ». Il a été gracié et libéré par le régime algérien le 12 novembre.,fr,2025-11-18 12:41:10.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0023160866321010193"", ""0.003469853724036919"", ""0.015099935621315529"", ""0.015099935621315529"", ""0.015099935621315529"", ""0.015099935621315529"", ""0.02249651976012989"", ""0.02249651976012989"", ""0.02249651976012989"", ""0.02249651976012989""]","[{""text"": ""Frontières"", ""label"": ""LOC"", ""start"": 169, ""end"": 179}]",neutre,0.1,"Keywords: 0.0023160866321010193, 0.003469853724036919, 0.015099935621315529, 0.015099935621315529, 0.015099935621315529 | Entities: Frontières (LOC)"
30,"Assassinat de Mehdi Kessaci à Marseille : Laurent Nuñez dénonce ""un crime d'intimidation"" et évoque un ""point de bascule"" chez les narcotrafiquants","Le président de la République a convoqué une réunion, mardi à l'Elysée, entre les ministres du gouvernement concernés et les acteurs de la lutte contre le narcotrafic.",fr,2025-11-18 12:16:31.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.009239332327148086"", ""0.013797198203993007"", ""0.015380821171891606"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.08596317751626563"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.09568045026443411""]","[{""text"": ""président de la République"", ""label"": ""PER"", ""start"": 3, ""end"": 29}, {""text"": ""l'Elysée"", ""label"": ""LOC"", ""start"": 62, ""end"": 70}]",neutre,0.1,"Keywords: 0.009239332327148086, 0.013797198203993007, 0.015380821171891606, 0.02570861714399338, 0.02570861714399338 | Entities: président de la République (PER), l'Elysée (LOC)"
63,« Il avait la larme à l’œil »… Ces Bretons qui envoient des filets de pêche en Ukraine ont rencontré Zelensky,"Le président ukrainien, de passage à Paris lundi, a reçu des bénévoles qui distribuent des filets de pêche pour protéger les Ukrainiens des attaques de drones",fr,2025-11-18 11:56:01.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.006261136014805848"", ""0.00935292919462006"", ""0.01152406736086625"", ""0.015466705096175164"", ""0.01725930885760724"", ""0.01725930885760724"", ""0.01725930885760724"", ""0.01725930885760724"", ""0.01725930885760724"", ""0.038030450269414325""]","[{""text"": ""Paris"", ""label"": ""LOC"", ""start"": 37, ""end"": 42}, {""text"": ""Ukrainiens"", ""label"": ""LOC"", ""start"": 125, ""end"": 135}]",neutre,0.1,"Keywords: 0.006261136014805848, 0.00935292919462006, 0.01152406736086625, 0.015466705096175164, 0.01725930885760724 | Entities: Paris (LOC), Ukrainiens (LOC)"
60,Guerre en Ukraine : « Le char réalise encore beaucoup de choses que ne peut pas faire le drone »,"Avec plus de 5.000 chars détruits depuis le début du conflit, la guerre en Ukraine a été très consommatrice de blindés. Ils sont devenus vulnérables - mais pas obsolètes - face aux drones, pointe une étude de l’Ifri",fr,2025-11-18 11:07:40.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.01143354430345338"", ""0.015099935621315529"", ""0.015099935621315529"", ""0.015099935621315529"", ""0.07621084492189614"", ""0.08446611338711053"", ""0.10028582371075691"", ""0.10028582371075691"", ""0.10028582371075691"", ""0.11755105063023073""]","[{""text"": ""Ukraine"", ""label"": ""LOC"", ""start"": 75, ""end"": 82}, {""text"": ""Ifri"", ""label"": ""LOC"", ""start"": 211, ""end"": 215}]",neutre,0.1,"Keywords: 0.01143354430345338, 0.015099935621315529, 0.015099935621315529, 0.015099935621315529, 0.07621084492189614 | Entities: Ukraine (LOC), Ifri (LOC)"
58,C’est quoi cette déclaration de beau-parentalité que les notaires veulent faire adopter ?,"Alors qu’un enfant sur dix vit dans une famille recomposée en France, les beaux-parents sont considérés comme des tiers. A l’issue du Congrès des notaires, une « déclaration de beau-parentalité » a été proposée. Son président en explique les contours",fr,2025-11-18 11:05:15.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0073324509242396925"", ""0.015530258124008545"", ""0.03107735477427921"", ""0.050888965170882816"", ""0.050888965170882816"", ""0.050888965170882816"", ""0.06949481646017519"", ""0.11118360067254619"", ""0.13696809108329627"", ""0.13696809108329627""]","[{""text"": ""France"", ""label"": ""LOC"", ""start"": 62, ""end"": 68}, {""text"": ""Congrès des notaires"", ""label"": ""MISC"", ""start"": 134, ""end"": 154}]",neutre,0.1,"Keywords: 0.0073324509242396925, 0.015530258124008545, 0.03107735477427921, 0.050888965170882816, 0.050888965170882816 | Entities: France (LOC), Congrès des notaires (MISC)"
74,"Contre le RN, LR mène l’offensive sur le seul terrain de  l’économie","Les débats sur le projet de loi de finances sont l’occasion pour le parti Les Républicains de présenter le Rassemblement national comme aligné sur la gauche et, ainsi, de tenter de contrer l’offensive libérale lancée par le président du mouvement d’extrême droite, Jordan Bardella.",fr,2025-11-18 11:00:05.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.00045942001571077094"", ""0.0006133431289448148"", ""0.0006133431289448148"", ""0.00165133706345023"", ""0.004358842248641263"", ""0.004358842248641263"", ""0.004358842248641263"", ""0.004358842248641263"", ""0.005380746843605012"", ""0.00717258304785508""]","[{""text"": ""Républicains"", ""label"": ""ORG"", ""start"": 78, ""end"": 90}, {""text"": ""Rassemblement national"", ""label"": ""ORG"", ""start"": 107, ""end"": 129}, {""text"": ""Jordan Bardella"", ""label"": ""PER"", ""start"": 265, ""end"": 280}]",neutre,0.1,"Keywords: 0.00045942001571077094, 0.0006133431289448148, 0.0006133431289448148, 0.00165133706345023, 0.004358842248641263 | Entities: Républicains (ORG), Rassemblement national (ORG), Jordan Bardella (PER)"
64,"Comment installer la carte Vitale dématérialisée sur votre smartphone, mode d'emploi","Désormais, toutes les personnes disposant d’une carte Vitale pourront en obtenir une version dématérialisée sur leur téléphone portable sans passer par France identité",fr,2025-11-18 10:41:05.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.015042304599106411"", ""0.015042304599106411"", ""0.023458380875189744"", ""0.03339840940482845"", ""0.04498862876540802"", ""0.04498862876540802"", ""0.04498862876540802"", ""0.09700399286574239"", ""0.09700399286574239"", ""0.09700399286574239""]","[{""text"": ""Vitale"", ""label"": ""LOC"", ""start"": 54, ""end"": 60}, {""text"": ""France"", ""label"": ""LOC"", ""start"": 152, ""end"": 158}]",neutre,0.1,"Keywords: 0.015042304599106411, 0.015042304599106411, 0.023458380875189744, 0.03339840940482845, 0.04498862876540802 | Entities: Vitale (LOC), France (LOC)"
51,Pourquoi les passages piétons sont-ils des patinoires quand il pleut ?,"De manière générale, les marquages à la peinture sur la chaussée se transforment en pièges ultra-glissants pour les usagers de deux-roues comme pour les piétons par temps de pluie",fr,2025-11-18 06:37:36.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.00899321792126428"", ""0.00899321792126428"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.0771485953923296"", ""0.0771485953923296"", ""0.1155310835876123""]",[],neutre,0.1,"Keywords: 0.00899321792126428, 0.00899321792126428, 0.013527995261974615, 0.013527995261974615, 0.013527995261974615"
53,"Guerre en Ukraine : Accusé d’actes de sabotage, le Kremlin dénonce la « russophobie » de la Pologne",Revivez les informations de ce mardi 18 novembre 2025 concernant le conflit russo-ukrainien,fr,2025-11-18 05:43:18.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.04491197687864554"", ""0.04940384002065631"", ""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04491197687864554, 0.04940384002065631, 0.04940384002065631, 0.15831692877998726, 0.15831692877998726"
